SYMBOL,QUOTE_TYPE,REGION,SHORT_NAME,FUND_LONG_NAME,CURRENCY,FUND_CATEGORY,FUND_FAMILY,EXCHANGE_CODE,EXCHANGE_NAME,EXCHANGE_TIMEZONE,AVG_VOL_3MONTH,AVG_VOL_10DAY,TOTAL_NET_ASSETS,DAY50_MOVING_AVERAGE,DAY200_MOVING_AVERAGE,WEEK52_HIGH_LOW_CHANGE,WEEK52_HIGH_LOW_CHANGE_PERC,WEEK52_HIGH,WEEK52_HIGH_CHANGE,WEEK52_HIGH_CHANGE_PERC,WEEK52_LOW,WEEK52_LOW_CHANGE,WEEK52_LOW_CHANGE_PERC,INVESTMENT_STRATEGY,FUND_YIELD,INCEPTION_DATE,ANNUAL_HOLDINGS_TURNOVER,INVESTMENT_TYPE,SIZE_TYPE,FUND_ANNUAL_REPORT_NET_EXPENSE_RATIO,CATEGORY_ANNUAL_REPORT_NET_EXPENSE_RATIO,ASSET_STOCKS,ASSET_BONDS,FUND_SECTOR_BASIC_MATERIALS,FUND_SECTOR_COMMUNICATION_SERVICES,FUND_SECTOR_CONSUMER_CYCLICAL,FUND_SECTOR_CONSUMER_DEFENSIVE,FUND_SECTOR_ENERGY,FUND_SECTOR_FINANCIAL_SERVICES,FUND_SECTOR_HEALTHCARE,FUND_SECTOR_INDUSTRIALS,FUND_SECTOR_REAL_ESTATE,FUND_SECTOR_TECHNOLOGY,FUND_SECTOR_UTILITIES,FUND_PRICE_BOOK_RATIO,FUND_PRICE_CASHFLOW_RATIO,FUND_PRICE_EARNING_RATIO,FUND_PRICE_SALES_RATIO,FUND_BOND_MATURITY,FUND_BOND_DURATION,FUND_BONDS_US_GOVERNMENT,FUND_BONDS_AAA,FUND_BONDS_AA,FUND_BONDS_A,FUND_BONDS_BBB,FUND_BONDS_BB,FUND_BONDS_B,FUND_BONDS_BELOW_B,FUND_BONDS_OTHERS,TOP10_HOLDINGS,TOP10_HOLDINGS_TOTAL_ASSETS,RETURNS_AS_OF_DATE,FUND_RETURN_YTD,CATEGORY_RETURN_YTD,FUND_RETURN_1MONTH,CATEGORY_RETURN_1MONTH,FUND_RETURN_3MONTHS,CATEGORY_RETURN_3MONTHS,FUND_RETURN_1YEAR,CATEGORY_RETURN_1YEAR,FUND_RETURN_3YEARS,CATEGORY_RETURN_3YEARS,FUND_RETURN_5YEARS,CATEGORY_RETURN_5YEARS,FUND_RETURN_10YEARS,CATEGORY_RETURN_10YEARS,YEARS_UP,YEARS_DOWN,FUND_RETURN_2020,CATEGORY_RETURN_2020,FUND_RETURN_2019,CATEGORY_RETURN_2019,FUND_RETURN_2018,CATEGORY_RETURN_2018,FUND_RETURN_2017,CATEGORY_RETURN_2017,FUND_RETURN_2016,CATEGORY_RETURN_2016,FUND_RETURN_2015,CATEGORY_RETURN_2015,FUND_RETURN_2014,CATEGORY_RETURN_2014,FUND_RETURN_2013,CATEGORY_RETURN_2013,FUND_RETURN_2012,CATEGORY_RETURN_2012,FUND_RETURN_2011,CATEGORY_RETURN_2011,FUND_RETURN_2010,CATEGORY_RETURN_2010,FUND_RETURN_2009,CATEGORY_RETURN_2009,FUND_RETURN_2008,CATEGORY_RETURN_2008,FUND_RETURN_2007,CATEGORY_RETURN_2007,FUND_RETURN_2006,CATEGORY_RETURN_2006,FUND_RETURN_2005,CATEGORY_RETURN_2005,FUND_RETURN_2004,CATEGORY_RETURN_2004,FUND_RETURN_2003,CATEGORY_RETURN_2003,FUND_RETURN_2002,CATEGORY_RETURN_2002,FUND_RETURN_2001,CATEGORY_RETURN_2001,FUND_RETURN_2000,CATEGORY_RETURN_2000,FUND_ALPHA_3YEARS,FUND_BETA_3YEARS,FUND_MEAN_ANNUAL_RETURN_3YEARS,FUND_R_SQUARED_3YEARS,FUND_STDEV_3YEARS,FUND_SHARPE_RATIO_3YEARS,FUND_TREYNOR_RATIO_3YEARS,FUND_ALPHA_5YEARS,FUND_BETA_5YEARS,FUND_MEAN_ANNUAL_RETURN_5YEARS,FUND_R_SQUARED_5YEARS,FUND_STDEV_5YEARS,FUND_SHARPE_RATIO_5YEARS,FUND_TREYNOR_RATIO_5YEARS,FUND_ALPHA_10YEARS,FUND_BETA_10YEARS,FUND_MEAN_ANNUAL_RETURN_10YEARS,FUND_R_SQUARED_10YEARS,FUND_STDEV_10YEARS,FUND_SHARPE_RATIO_10YEARS,FUND_TREYNOR_RATIO_10YEARS
acwx,etf,us,horizon active asset allocation,horizon active asset allocation fund investor class,usd,foreign large blend,horizon investments,ngm,nasdaqgm,america/new_york,1778880,2458680.0,4305794560.0,56.635,56.813,7.81,0.13195,59.19,-4.48,-0.07569,51.38,3.33,0.06481,"the investment seeks capital appreciation. the adviser selects asset classes using a flexible approach that allocates the allocation fund's portfolio between asset classes that horizon believes offer the opportunity for the highest projected return for a given amount of risk. horizon typically executes its strategy by investing in exchange-traded funds (""etfs""). potential etfs are reviewed for sufficient trading liquidity and fit within overall portfolio diversification needs prior to investment.",0.0193,2008-03-26,0.17,blend,large,0.0032,0.0037,0.9927,0.0,0.0823,0.076,0.1247,0.0862,0.0476,0.185,0.0958,0.1138,0.0263,0.1331,0.0292,1.94,10.84,18.87,1.53,,,,,,,,,,,,"dvy (""ishares select dividend etf""): 0.1452, rsp (""invesco s&p 500© equal weight etf""): 0.12, qqq (""invesco qqq trust""): 0.1055, idev (""ishares core msci intl dev mkts etf""): 0.0979, spyv (""spdr© portfolio s&p 500 value etf""): 0.097, qual (""ishares msci usa quality factor etf""): 0.0765, ijh (""ishares core s&p mid-cap etf""): 0.0677, ussg (""xtrackers msci usa esg leaders eq etf""): 0.0504, dgrw (""wisdomtree us quality dividend gr etf""): 0.0494, mtum (""ishares msci usa momentum factor etf""): 0.0488",0.1178,2021-06-30,0.0957,0.0411,-0.0038,0.0128,0.0532,0.0562,0.3568,0.0819,0.0943,0.0078,0.1082,0.0715,0.0524,0.0176,8.0,4.0,0.1048,,0.21211,,-0.14089,,0.27042,,0.04322,,-0.05724,-0.02563,-0.03962,-0.03501,0.15214,0.1848,0.1629,0.16793,-0.14009,-0.13909,0.09645,0.10547,0.40841,0.38882,,-0.44749,,0.29141,,0.19521,,0.19425,,0.19488,,0.44137,,-0.14519,,-0.19887,,0.03012,-0.12,1.0,0.87,99.97,17.6,0.52,8.03,-0.19,1.0,0.95,99.96,14.6,0.7,9.72,-0.13,1.0,0.53,99.94,15.08,0.38,4.7
adfi,etf,us,,american century one choice blend 2020 portfolio i class,usd,multisector bond,american century investments,bts,bats,america/new_york,2612,2740.0,15340206.0,9.652,9.697,1.04,0.1041,9.99,-0.3425,-0.03428,8.95,0.6975,0.07793,"the investment seeks the highest total return consistent with its asset mix. the fund is a ""fund of funds,"" meaning that it seeks to achieve its objective by investing in other mutual funds and exchange-traded funds (etfs) advised by american century (collectively, the underlying funds) that represent a variety of asset classes and investment styles. the underlying stock funds draw on growth, value and quantitative investment techniques and diversify investments among small, medium and large u.s. and foreign companies.",,2020-08-17,,growth,small,0.0199,0.008,,,,,,,,,,,,,,,,,1.57,6.38,4.86,0.0,0.377,0.0279,0.1587,0.2148,0.1123,0.0847,0.0176,0.007,"avbnx (""avantis© core fixed income g""): 0.2666, agbgx (""american century global bond g""): 0.1177, avunx (""avantis© u.s. equity g""): 0.0896, acllx (""american century nt focused lg cap val g""): 0.0685, acfgx (""american century focused dynamic gr g""): 0.0596, apogx (""american century short dur infl probd g""): 0.0517, aingx (""american century inflation-adjs bond g""): 0.0469, ahgnx (""american century nt high income g""): 0.0451, avgnx (""avantis© short-term fixed income g""): 0.044, avdnx (""avantis© international equity g""): 0.0434",0.8682,2021-06-30,-0.0212,0.0846,0.0058,0.003,0.0119,0.0308,,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0729,,0.04504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adiv,etf,us,dws rreef real assets fund  cl,dws rreef real assets fund  class c,usd,pacific/asia ex-japan stk,dws,pcx,nysearca,america/new_york,430,410.0,4788004.0,17.443,18.162,5.02,0.24381,20.59,-4.9355,-0.2397,15.57,0.0845,0.00543,"the investment seeks total return in excess of inflation through capital growth and current income. the fund will invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in a combination of investments that the advisor believes offer exposure to ""real assets."" it generally invests between 25% and 75% of fund assets in securities of foreign issuers, including up to 10% of fund assets in issuers located in countries with new or emerging markets.",0.0278,2021-03-29,,value,large,0.0078,0.0054,0.997,0.0,0.0,0.0316,0.2197,0.0876,0.0,0.249,0.0545,0.0245,0.1109,0.1946,0.0275,1.67,13.73,13.41,1.23,,,,,,,,,,,,"""cayman real assets fund ltd."": 0.1098, cci (""crown castle international corp""): 0.0258, lng (""cheniere energy inc""): 0.0241, ""united states treasury notes 1.62%"": 0.0189, fcx (""freeport-mcmoran inc""): 0.0175, ""united states treasury notes 0.12%"": 0.0156, amt (""american tower corp""): 0.0146, wmb (""williams companies inc""): 0.0144, ""lme pri alum futr jul21 xlme 20210719"": 0.0139",0.3038,2021-06-30,,0.0984,-0.0069,-0.0199,0.0219,0.01,,0.0708,,0.0024,,0.0352,,0.0467,9.0,5.0,0.13904,,0.20328,,-0.16423,,0.36701,,0.08811,,-0.04614,-0.08923,0.09036,0.02285,-0.01991,0.02827,0.23386,0.20639,-0.14042,-0.20255,0.23653,0.19485,0.64837,0.73761,-0.51711,-0.51342,0.26129,0.39069,,0.37975,,0.14049,,0.21046,,0.38684,,-0.07992,,0.02745,,-0.16595,2.2,0.93,1.0,88.39,17.34,0.62,10.65,1.98,0.92,1.06,81.91,14.77,0.78,12.15,2.6,0.86,0.69,76.02,14.94,0.51,7.83
adre,etf,us,dws rreef real assets fund  cl,dws rreef real assets fund  class r,usd,diversified emerging mkts,dws,ngm,nasdaqgm,america/new_york,10611,14320.0,209000368.0,49.565,53.987,21.73,0.32404,67.06,-21.58,-0.3218,45.33,0.15,0.00331,"the investment seeks total return in excess of inflation through capital growth and current income. the fund will invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in a combination of investments that the advisor believes offer exposure to ""real assets."" it generally invests between 25% and 75% of fund assets in securities of foreign issuers, including up to 10% of fund assets in issuers located in countries with new or emerging markets.",0.0104,2002-11-13,0.1765,blend,large,0.003,0.0056,1.0,0.0,0.0791,0.092,0.2805,0.0258,0.0434,0.1443,0.0178,0.0077,0.0017,0.3078,0.0,2.63,9.85,16.42,2.19,,,,,,,,,,,,"""cayman real assets fund ltd."": 0.1098, cci (""crown castle international corp""): 0.0258, lng (""cheniere energy inc""): 0.0241, ""united states treasury notes 1.62%"": 0.0189, fcx (""freeport-mcmoran inc""): 0.0175, ""united states treasury notes 0.12%"": 0.0156, amt (""american tower corp""): 0.0146, wmb (""williams companies inc""): 0.0144, ""lme pri alum futr jul21 xlme 20210719"": 0.0139",0.6848,2021-08-31,-0.0676,0.1483,-0.009,0.0101,-0.0764,0.0704,0.121,0.1554,0.1016,-0.0218,0.108,0.0165,0.0427,0.0359,12.0,6.0,0.28244,,0.25007,,-0.14006,,0.35344,,0.12613,,-0.15999,-0.16233,-0.02229,-0.03814,-0.0496,-0.03099,0.08251,0.17248,-0.18336,-0.19495,0.11187,0.21082,0.65219,0.70114,-0.48955,-0.492,0.43461,0.40484,0.37693,0.29363,0.4082,0.33696,0.17917,0.28617,0.52679,0.50479,,,,,,,1.04,1.05,1.0,70.46,21.98,0.5,8.54,0.62,1.1,1.01,68.4,19.35,0.57,8.75,-2.38,1.15,0.51,74.24,19.76,0.28,3.17
aemb,etf,us,american century strategic allo,american century strategic allocation aggressive fund r class,usd,emerging markets bond,american century investments,pcx,nysearca,america/new_york,2438,1830.0,22636396.0,48.78,49.459,2.75,0.05464,50.33,-2.01,-0.03994,47.58,0.74,0.01555,"the investment seeks the highest level of total return consistent with its asset mix. the fund's asset allocation strategy diversifies investments among equity securities, bonds and money market instruments. it usually invests 79% of its assets in stocks, 20% of its assets in bonds, and 1% of its assets in cash equivalents. the fund also invests in a variety of debt securities payable in u.s. and foreign currencies. it may invest in any type of u.s. or foreign equity security that meets certain fundamental and technical standards. the fund may invest up to 10% of its assets in below investment-grade securities.",,2021-06-29,,,,0.0039,0.0046,,,,,,,,,,,,,,,,,,11.48,7.43,0.0,0.0283,0.0,0.0317,0.2415,0.3814,0.2923,0.0248,0.0,"avus (""avantis© u.s. equity etf""): 0.077, qgro (""american century us quality growth etf""): 0.0637, fdg (""american century foc dynmc gr etf""): 0.0605, valq (""american century stoxx us qlty val etf""): 0.0575, flv (""american century foc lrg cp val etf""): 0.0562, avem (""avantis© emerging markets equity etf""): 0.0555, qint (""american century quality dvrs intl etf""): 0.0371, avde (""avantis© international equity etf""): 0.0355, avuv (""avantis© u.s. small cap value etf""): 0.0186, korp (""american century dvrs corp bd etf""): 0.0183",0.2151,2021-08-31,,0.1309,0.0058,0.0048,,0.0351,,0.1433,,0.0589,,0.061,,,,,,,,,,,,,,,,-0.03752,,-0.00081,,-0.04152,,0.11994,,0.02814,,0.11599,,0.30189,,-0.13211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aesr,etf,us,dws rreef real assets fund  cl,dws rreef real assets fund  class s,usd,large blend,dws,bts,bats,america/new_york,13770,9020.0,106446112.0,14.36,13.604,3.351,0.2237,14.98,-0.718,-0.04793,11.629,2.633,0.22642,"the investment seeks total return in excess of inflation through capital growth and current income. the fund will invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in a combination of investments that the advisor believes offer exposure to ""real assets."" it generally invests between 25% and 75% of fund assets in securities of foreign issuers, including up to 10% of fund assets in issuers located in countries with new or emerging markets.",0.0093,2019-12-16,0.19,blend,large,0.0146,0.0036,0.9976,0.0,0.0068,0.1332,0.1651,0.0297,0.0085,0.1617,0.1417,0.1296,0.0078,0.2078,0.0082,4.43,17.75,25.71,2.88,,,,,,,,,,,,"""cayman real assets fund ltd."": 0.1098, cci (""crown castle international corp""): 0.0258, lng (""cheniere energy inc""): 0.0241, ""united states treasury notes 1.62%"": 0.0189, fcx (""freeport-mcmoran inc""): 0.0175, ""united states treasury notes 0.12%"": 0.0156, amt (""american tower corp""): 0.0146, wmb (""williams companies inc""): 0.0144, ""lme pri alum futr jul21 xlme 20210719"": 0.0139",0.9991,2021-06-30,0.1428,0.075,0.0224,-0.0025,0.0818,0.032,0.3832,0.1345,,0.1014,,0.1576,,0.0733,1.0,0.0,0.19422,,,,,,,,,,,-0.00632,,0.11786,,0.31437,,0.14212,,0.01683,,0.17791,,0.32264,,-0.38047,,0.04402,,0.15549,,0.04685,,0.12554,,0.29092,,-0.17842,,-0.05751,,-0.05243,,,,,,,,,,,,,,,,,,,,,
afif,etf,us,american fds 2010 target date r,american funds 2010 target date retirement fund class a,usd,multisector bond,american funds,bts,bats,america/new_york,24566,24930.0,129347520.0,9.619,9.687,0.32,0.03255,9.83,-0.21,-0.02136,9.51,0.11,0.01157,"the investment seeks growth, income and conservation of capital. the fund normally invests a greater portion of its assets in fixed income, equity-income and balanced funds as it continues past its target date. the advisor attempts to achieve its investment objectives by investing in a mix of american funds in different combinations and weightings. the underlying american funds represent a variety of fund categories, including growth-and-income funds, equity-income funds, balanced funds and fixed income funds. the fund categories represent differing investment objectives.",0.0138,2018-09-18,2.27,value,small,0.0121,0.008,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.24,,,,,,,,,,,,"rbogx (""american funds interm bd fd of amer r6""): 0.1503, ridgx (""american funds income fund of amer r6""): 0.1272, rirgx (""american funds capital income bldr r6""): 0.127, rbfgx (""american funds bond fund of amer r6""): 0.0852, rilfx (""american funds inflation linked bd r6""): 0.0651, rmagx (""american funds mortgage r6""): 0.0627, rmmgx (""american funds st bd fd of amer r6""): 0.0627, rmfgx (""american funds american mutual r6""): 0.0472, ritgx (""american funds american high-inc r6""): 0.0379, rwigx (""american funds capital world gr&inc r6""): 0.0375",0.2454,2021-06-30,,0.0846,0.003,0.003,0.0045,0.0308,0.0043,0.082,,,,,,,2.0,0.0,0.01675,,0.0067,,,,,,,,,,,,,,,,,,,0.0729,,0.04504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afk,etf,us,american century strategic allo,american century strategic allocation aggressive fund r6 class,usd,miscellaneous region,american century investments,pcx,nysearca,america/new_york,11379,29950.0,64691716.0,21.232,21.583,3.2,0.13913,23.0,-2.88,-0.12522,19.8,0.32,0.01616,"the investment seeks the highest level of total return consistent with its asset mix. the fund's asset allocation strategy diversifies investments among equity securities, bonds and money market instruments. it usually invests 79% of its assets in stocks, 20% of its assets in bonds, and 1% of its assets in cash equivalents. the fund also invests in a variety of debt securities payable in u.s. and foreign currencies. it may invest in any type of u.s. or foreign equity security that meets certain fundamental and technical standards. the fund may invest up to 10% of its assets in below investment-grade securities.",0.0369,2008-07-10,0.37,blend,medium,0.0079,0.0053,0.9978,0.0,0.2566,0.2598,0.0768,0.0537,0.0115,0.3159,0.0128,0.0044,0.0051,0.0001,0.0033,1.98,8.58,14.73,1.74,,,,,,,,,,,,"avus (""avantis© u.s. equity etf""): 0.077, qgro (""american century us quality growth etf""): 0.0637, fdg (""american century foc dynmc gr etf""): 0.0605, valq (""american century stoxx us qlty val etf""): 0.0575, flv (""american century foc lrg cp val etf""): 0.0562, avem (""avantis© emerging markets equity etf""): 0.0555, qint (""american century quality dvrs intl etf""): 0.0371, avde (""avantis© international equity etf""): 0.0355, avuv (""avantis© u.s. small cap value etf""): 0.0186, korp (""american century dvrs corp bd etf""): 0.0183",0.4911,2021-06-30,0.0726,,-0.0319,,0.04,,0.3845,,0.0155,,0.0514,,-0.0075,,8.0,4.0,0.0232,,0.08642,,-0.17684,,0.26062,,0.13971,,-0.29382,,-0.12793,-0.07645,0.03287,0.09999,0.22216,,-0.22095,,0.24588,,0.31153,,,,,,,,,,,,,,,,,,,,-8.56,1.22,0.34,79.39,24.15,0.12,-0.19,-6.85,1.19,0.56,73.87,20.23,0.28,3.0,-5.76,1.04,0.08,67.52,19.16,0.02,-1.47
aflg,etf,us,dws rreef real assets fund  cl,dws rreef real assets fund  class r6,usd,large blend,dws,pcx,nysearca,america/new_york,762,1340.0,7627908.0,26.611,25.48,5.9,0.2133,27.66,-0.875,-0.03163,21.76,5.025,0.23093,"the investment seeks total return in excess of inflation through capital growth and current income. the fund will invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in a combination of investments that the advisor believes offer exposure to ""real assets."" it generally invests between 25% and 75% of fund assets in securities of foreign issuers, including up to 10% of fund assets in issuers located in countries with new or emerging markets.",0.0101,2019-12-04,,blend,large,0.0055,0.0036,0.999,0.0,0.0263,0.0975,0.1274,0.0767,0.0257,0.1,0.1142,0.1245,0.0256,0.2536,0.0285,3.91,13.81,21.69,1.82,,,,,,,,,,,,"""cayman real assets fund ltd."": 0.1098, cci (""crown castle international corp""): 0.0258, lng (""cheniere energy inc""): 0.0241, ""united states treasury notes 1.62%"": 0.0189, fcx (""freeport-mcmoran inc""): 0.0175, ""united states treasury notes 0.12%"": 0.0156, amt (""american tower corp""): 0.0146, wmb (""williams companies inc""): 0.0144, ""lme pri alum futr jul21 xlme 20210719"": 0.0139",0.1962,2021-06-30,0.1459,0.075,0.0164,-0.0025,0.0704,0.032,0.363,0.1345,,0.1014,,0.1576,,0.0733,1.0,0.0,0.10355,,,,,,,,,,,-0.00632,,0.11786,,0.31437,,0.14212,,0.01683,,0.17791,,0.32264,,-0.38047,,0.04402,,0.15549,,0.04685,,0.12554,,0.29092,,-0.17842,,-0.05751,,-0.05243,,,,,,,,,,,,,,,,,,,,,
afmc,etf,us,dws rreef real assets fund  cl,dws rreef real assets fund  class t,usd,mid-cap blend,dws,pcx,nysearca,america/new_york,717,2470.0,1268811.0,26.057,25.309,6.466,0.23764,27.209,-1.7595,-0.06467,20.743,4.7065,0.2269,"the investment seeks total return in excess of inflation through capital growth and current income. the fund will invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in a combination of investments that the advisor believes offer exposure to ""real assets."" it generally invests between 25% and 75% of fund assets in securities of foreign issuers, including up to 10% of fund assets in issuers located in countries with new or emerging markets.",0.0079,2019-12-04,,value,medium,0.0065,0.0047,0.9982,0.0,0.0406,0.0367,0.1513,0.0519,0.0202,0.1512,0.1281,0.1855,0.0866,0.1286,0.0193,2.44,9.69,15.98,1.24,,,,,,,,,,,,"""cayman real assets fund ltd."": 0.1098, cci (""crown castle international corp""): 0.0258, lng (""cheniere energy inc""): 0.0241, ""united states treasury notes 1.62%"": 0.0189, fcx (""freeport-mcmoran inc""): 0.0175, ""united states treasury notes 0.12%"": 0.0156, amt (""american tower corp""): 0.0146, wmb (""williams companies inc""): 0.0144, ""lme pri alum futr jul21 xlme 20210719"": 0.0139",0.1072,2021-06-30,0.19,0.0901,-0.0015,0.0012,0.0489,0.0465,0.5131,0.1218,,0.0834,,0.1592,,0.0788,1.0,0.0,0.05895,,,,,,,,,,,-0.04242,,0.09844,,0.37193,,0.16749,,-0.01711,,0.29495,,0.41986,,-0.3965,,0.05944,,0.12485,,0.11817,,0.19735,,0.38457,,-0.16149,,-0.00152,,0.17077,,,,,,,,,,,,,,,,,,,,,
afsm,etf,us,dws rreef real assets fund  cl,dws rreef real assets fund  class inst,usd,small blend,dws,pcx,nysearca,america/new_york,909,300.0,1329882.0,27.3,26.192,8.022,0.27595,29.07,-2.6792,-0.09216,21.048,5.3428,0.25384,"the investment seeks total return in excess of inflation through capital growth and current income. the fund will invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in a combination of investments that the advisor believes offer exposure to ""real assets."" it generally invests between 25% and 75% of fund assets in securities of foreign issuers, including up to 10% of fund assets in issuers located in countries with new or emerging markets.",0.0031,2019-12-04,,blend,small,0.0077,0.004,0.9989,0.0,0.0304,0.0418,0.1343,0.0635,0.0269,0.1373,0.1915,0.1843,0.0535,0.1296,0.0069,2.26,8.98,13.67,1.07,,,,,,,,,,,,"""cayman real assets fund ltd."": 0.1124, cci (""crown castle international corp""): 0.0343, lng (""cheniere energy inc""): 0.0227, ""united states treasury notes 1.62%"": 0.0191, amt (""american tower corp""): 0.019, ""united states treasury notes 0.12%"": 0.0158, trp. to (""tc energy corp""): 0.0156, ""united states treasury notes 1.38%"": 0.0154, sre (""sempra energy""): 0.0143",0.0951,2021-06-30,0.2032,0.0665,0.0176,-0.0412,0.0619,-0.0226,0.5871,0.0371,,0.0458,,0.1214,,0.061,1.0,0.0,0.08463,,,,,,,,,,,-0.05447,,0.05858,,0.41802,,0.16905,,-0.0393,,0.32925,,0.32673,,-0.40663,,-0.04847,,0.16837,,0.06375,,0.20303,,0.42767,,-0.17621,,0.04157,,,,,,,,,,,,,,,,,,,,,,,
afty,etf,us,cavanal hill active core fd cl ,cavanal hill active core fund class a,usd,china region,cavanal hill funds,pcx,nysearca,america/new_york,3343,1540.0,11670758.0,20.99,21.97,7.96,0.29136,27.32,-6.348,-0.23236,19.36,1.612,0.08326,"the investment seeks capital appreciation and income. the fund normally invests between 40% and 75% of its net assets in equity securities and at least 25% of its net assets in fixed income securities that are ""investment grade,"" rated at the time of purchase within the four highest ratings categories assigned by a nationally recognized statistical ratings organization, or, if not rated, found by the adviser under guidelines approved by the trusts board of trustees to be of comparable quality. the equity portion of the fund consists of investments in companies of all market capitalization, including large, mid and small.",0.0147,2015-03-11,0.32,blend,large,0.007,0.0068,,,0.0439,0.0251,0.0774,0.2789,0.0154,0.3504,0.0713,0.0402,0.0203,0.0659,0.0111,2.13,18.78,15.67,2.72,,,,,,,,,,,,"apsxx (""cavanal hill government secs mmkt sel""): 0.0461, efa (""ishares msci eafe etf""): 0.0303, ""united states treasury notes 1.38%"": 0.0204, aapl (""apple inc""): 0.016, msft (""microsoft corp""): 0.0159, ""united states treasury notes 2.25%"": 0.0151, bkng (""booking holdings inc""): 0.0145, nclh (""norwegian cruise line holdings ltd""): 0.013, ""united states treasury bonds 1.12%"": 0.0129, ""united states treasury notes 2%"": 0.0125",0.5234,2021-06-30,0.0088,0.0014,-0.0591,-0.007,0.0274,0.0547,0.402,-0.0077,0.1782,0.0246,0.169,0.0458,,0.062,3.0,2.0,0.33699,,0.38622,,-0.24148,,0.43864,,-0.07858,,,-0.00351,,0.07408,,0.11475,,0.19135,,-0.24276,,0.0954,,0.67665,,-0.50899,,0.42833,,0.46139,,0.05902,,0.16256,,0.3835,,-0.22312,,-0.06992,,-0.14001,8.95,0.86,1.52,56.08,20.27,0.84,18.88,6.78,0.91,1.45,46.88,19.42,0.84,17.19,,,,,,,
aggp,etf,us,putnam dynamic asset allocation,putnam dynamic asset allocation balanced fund class c,usd,,putnam,pcx,nysearca,america/new_york,7225,,23019592.0,19.904,19.872,2.72,0.1271,21.4,-1.52,-0.07103,18.68,1.2,0.06424,"the investment seeks total return. the fund allocates 45% to 75% of its assets in equities and 25% to 55% in fixed income securities. it invests mainly in equity securities (growth or value stocks or both) of both u.s. and foreign companies of any size. the fund also invests in fixed-income investments, including u.s. and foreign government obligations, corporate obligations and securitized debt instruments (such as mortgage-backed investments).",0.0233,2016-05-09,,value,small,0.003,,,,0.0,0.0376,0.0,0.0,0.9248,0.0,0.0376,0.0,0.0,0.0,0.0,,,,1.18,6.9,5.05,0.0,0.4317,0.0259,0.1361,0.1722,0.1294,0.0772,0.0269,0.0007,"esz21 (""e-mini s&p 500 future dec 21""): 0.1526, rtyz21 (""e-mini russell 2000 index future dec 21""): 0.0411, ""gsglpwdl r us0001m p 12/15/25 gs"": 0.0399, ""gsglpwds p us0001m r 12/15/25 gs"": 0.0387, zfz21 (""5 year treasury note future dec 21""): 0.0373, tnz21 (""ultra 10 year us treasury note future dec 21""): 0.0309, aapl (""apple inc""): 0.0305, msft (""microsoft corp""): 0.0299, ubz21 (""ultra us treasury bond future dec 21""): 0.0244, amzn (""amazon.com inc""): 0.0217",0.8305,2020-12-31,0.0375,,0.0054,,0.0223,,0.0375,,0.029,,,,,,3.0,1.0,0.03825,,0.07151,,-0.02075,,0.04275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.02,0.64,0.24,60.64,2.79,0.5,2.16,,,,,,,,,,,,,,
